1,100,qTimes, 2634.074, 4296.668, 4464.993, 4526.537, svcTimes, 1.885, 5.045, 6.142, 6.721, sjrnTimes, 2635.959, 4299.434, 4466.838, 4527.785
1,200,qTimes, 1.481, 5.143, 8.717, 20.399, svcTimes, 2.098, 5.216, 6.297, 7.245, sjrnTimes, 3.579, 7.535, 10.952, 24.364
1,300,qTimes, 2.489, 7.914, 13.048, 27.050, svcTimes, 2.035, 5.183, 6.201, 7.125, sjrnTimes, 4.524, 10.599, 15.349, 29.670
1,400,qTimes, 4.634, 15.194, 22.021, 37.342, svcTimes, 1.962, 5.059, 6.162, 7.463, sjrnTimes, 6.597, 17.105, 23.604, 39.419
1,500,qTimes, 30.083, 82.027, 91.767, 100.981, svcTimes, 1.893, 5.029, 6.113, 6.704, sjrnTimes, 31.976, 83.908, 93.393, 101.781
1,600,qTimes, 589.659, 786.113, 836.418, 864.670, svcTimes, 1.878, 5.024, 6.113, 6.709, sjrnTimes, 591.537, 787.983, 838.854, 866.236
1,700,qTimes, 1049.874, 1577.001, 1653.886, 1684.819, svcTimes, 1.876, 5.021, 6.119, 6.698, sjrnTimes, 1051.750, 1579.245, 1656.659, 1685.512
1,800,qTimes, 1398.594, 2176.285, 2273.428, 2308.036, svcTimes, 1.876, 5.026, 6.110, 6.700, sjrnTimes, 1400.470, 2179.011, 2276.468, 2309.379
1,900,qTimes, 1679.840, 2658.316, 2770.206, 2810.200, svcTimes, 1.881, 5.043, 6.124, 6.710, sjrnTimes, 1681.721, 2660.336, 2773.247, 2811.206
1,1000,qTimes, 1886.114, 3011.975, 3135.926, 3179.509, svcTimes, 1.876, 5.027, 6.109, 6.717, sjrnTimes, 1887.990, 3014.512, 3138.951, 3180.385
1,1100,qTimes, 2065.077, 3318.820, 3455.227, 3497.891, svcTimes, 1.876, 5.024, 6.113, 6.700, sjrnTimes, 2066.953, 3321.361, 3457.931, 3498.590
1,1200,qTimes, 2216.043, 3579.470, 3723.161, 3770.769, svcTimes, 1.878, 5.032, 6.125, 6.702, sjrnTimes, 2217.921, 3581.792, 3726.195, 3771.637
1,1300,qTimes, 2349.531, 3807.905, 3958.572, 4007.486, svcTimes, 1.883, 5.041, 6.128, 6.714, sjrnTimes, 2351.414, 3810.682, 3961.622, 4008.332
